billing_item_id,billing_id,charge_category,charge_type,description,amount,created_at,updated_at,deleted_at
2189,789,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2190,790,recurring,rent,Monthly Rent,6718.00,,,
2191,790,recurring,electricity_share,Electricity Share,819.73,,,
2192,790,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2193,791,move_out,electricity_share,Final Electricity Share,819.73,,,
2194,791,move_out,deposit_refund,Security Deposit Refund,-6718.00,,,
2195,792,recurring,rent,Monthly Rent,12151.00,,,
2196,792,recurring,electricity_share,Electricity Share,1973.56,,,
2197,792,recurring,water_share,Water Share,237.61,,,
2198,793,recurring,rent,Monthly Rent,12151.00,,,
2199,793,recurring,electricity_share,Electricity Share,1924.52,,,
2200,793,recurring,water_share,Water Share,393.79,,,
2201,794,recurring,rent,Monthly Rent,12151.00,,,
2202,794,recurring,electricity_share,Electricity Share,2248.90,,,
2203,795,recurring,rent,Monthly Rent,12151.00,,,
2204,795,recurring,electricity_share,Electricity Share,2084.86,,,
2205,796,recurring,rent,Monthly Rent,12151.00,,,
2206,796,recurring,electricity_share,Electricity Share,1784.85,,,
2207,796,recurring,water_share,Water Share,495.66,,,
2208,797,recurring,rent,Monthly Rent,12151.00,,,
2209,797,recurring,electricity_share,Electricity Share,1015.59,,,
2210,797,recurring,water_share,Water Share,101.03,,,
2211,798,move_out,electricity_share,Final Electricity Share,1015.59,,,
2212,798,move_out,water_share,Final Water Share,101.03,,,
2213,798,move_out,deposit_refund,Security Deposit Refund,-12151.00,,,
2214,799,recurring,rent,Monthly Rent,11065.00,,,
2215,799,recurring,electricity_share,Electricity Share,647.65,,,
2216,800,recurring,rent,Monthly Rent,11065.00,,,
2217,800,recurring,electricity_share,Electricity Share,899.05,,,
2218,801,recurring,rent,Monthly Rent,11065.00,,,
2219,801,recurring,electricity_share,Electricity Share,619.50,,,
2220,801,recurring,water_share,Water Share,102.12,,,
2221,802,recurring,rent,Monthly Rent,11065.00,,,
2222,802,recurring,electricity_share,Electricity Share,1204.02,,,
2223,802,recurring,water_share,Water Share,236.97,,,
2224,803,recurring,rent,Monthly Rent,11065.00,,,
2225,803,recurring,electricity_share,Electricity Share,1181.48,,,
2226,803,recurring,water_share,Water Share,240.88,,,
2227,804,recurring,rent,Monthly Rent,11065.00,,,
2228,804,recurring,electricity_share,Electricity Share,623.98,,,
2229,804,recurring,water_share,Water Share,119.01,,,
2230,805,move_out,electricity_share,Final Electricity Share,623.98,,,
2231,805,move_out,water_share,Final Water Share,119.01,,,
2232,805,move_out,deposit_refund,Security Deposit Refund,-11065.00,,,
2233,806,recurring,rent,Monthly Rent,11065.00,,,
2234,806,recurring,electricity_share,Electricity Share,647.65,,,
2235,806,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2236,807,move_out,electricity_share,Final Electricity Share,647.65,,,
2237,807,move_out,deposit_refund,Security Deposit Refund,-11065.00,,,
2238,808,recurring,rent,Monthly Rent,13743.00,,,
2239,808,recurring,electricity_share,Electricity Share,701.92,,,
2240,808,recurring,water_share,Water Share,113.10,,,
2241,809,recurring,rent,Monthly Rent,13743.00,,,
2242,809,recurring,electricity_share,Electricity Share,675.22,,,
2243,809,recurring,water_share,Water Share,239.84,,,
2244,810,recurring,rent,Monthly Rent,13743.00,,,
2245,810,recurring,electricity_share,Electricity Share,552.78,,,
2246,811,recurring,rent,Monthly Rent,13743.00,,,
2247,811,recurring,electricity_share,Electricity Share,826.06,,,
2248,811,recurring,water_share,Water Share,104.26,,,
2249,812,recurring,rent,Monthly Rent,13743.00,,,
2250,812,recurring,electricity_share,Electricity Share,933.06,,,
2251,813,recurring,rent,Monthly Rent,13743.00,,,
2252,813,recurring,electricity_share,Electricity Share,554.15,,,
2253,814,move_out,electricity_share,Final Electricity Share,554.15,,,
2254,814,move_out,deposit_refund,Security Deposit Refund,-13743.00,,,
2255,815,recurring,rent,Monthly Rent,9336.00,,,
2256,815,recurring,electricity_share,Electricity Share,697.12,,,
2257,815,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2258,816,recurring,rent,Monthly Rent,9336.00,,,
2259,816,recurring,electricity_share,Electricity Share,567.80,,,
2260,816,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2261,817,recurring,rent,Monthly Rent,9336.00,,,
2262,817,recurring,electricity_share,Electricity Share,486.42,,,
2263,817,recurring,water_share,Water Share,49.18,,,
2264,817,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2265,818,move_out,electricity_share,Final Electricity Share,486.42,,,
2266,818,move_out,water_share,Final Water Share,49.18,,,
2267,818,move_out,deposit_refund,Security Deposit Refund,-9336.00,,,
2268,819,recurring,rent,Monthly Rent,12004.00,,,
2269,819,recurring,electricity_share,Electricity Share,1292.01,,,
2270,819,recurring,water_share,Water Share,376.29,,,
2271,819,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2272,820,recurring,rent,Monthly Rent,12004.00,,,
2273,820,recurring,electricity_share,Electricity Share,1621.66,,,
2274,820,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2275,821,recurring,rent,Monthly Rent,12004.00,,,
2276,821,recurring,electricity_share,Electricity Share,784.28,,,
2277,821,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2278,822,move_out,electricity_share,Final Electricity Share,784.28,,,
2279,822,move_out,deposit_refund,Security Deposit Refund,-12004.00,,,
2280,823,recurring,rent,Monthly Rent,6328.00,,,
2281,823,recurring,electricity_share,Electricity Share,649.14,,,
2282,823,recurring,water_share,Water Share,218.98,,,
2283,823,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2284,824,move_out,electricity_share,Final Electricity Share,649.14,,,
2285,824,move_out,water_share,Final Water Share,218.98,,,
2286,824,move_out,deposit_refund,Security Deposit Refund,-6328.00,,,
2287,825,recurring,rent,Monthly Rent,7241.00,,,
2288,825,recurring,electricity_share,Electricity Share,1230.08,,,
2289,825,recurring,water_share,Water Share,360.29,,,
2290,826,recurring,rent,Monthly Rent,7241.00,,,
2291,826,recurring,electricity_share,Electricity Share,2332.71,,,
2292,827,recurring,rent,Monthly Rent,7241.00,,,
2293,827,recurring,electricity_share,Electricity Share,2375.61,,,
2294,827,recurring,water_share,Water Share,283.25,,,
2295,828,recurring,rent,Monthly Rent,7241.00,,,
2296,828,recurring,electricity_share,Electricity Share,1538.00,,,
2297,829,recurring,rent,Monthly Rent,7241.00,,,
2298,829,recurring,electricity_share,Electricity Share,1992.33,,,
2299,829,recurring,water_share,Water Share,359.20,,,
2300,830,recurring,rent,Monthly Rent,7241.00,,,
2301,830,recurring,electricity_share,Electricity Share,684.37,,,
2302,831,move_out,electricity_share,Final Electricity Share,684.37,,,
2303,831,move_out,deposit_refund,Security Deposit Refund,-7241.00,,,
2304,832,recurring,rent,Monthly Rent,11065.00,,,
2305,832,recurring,electricity_share,Electricity Share,899.05,,,
2306,833,recurring,rent,Monthly Rent,11065.00,,,
2307,833,recurring,electricity_share,Electricity Share,619.50,,,
2308,833,recurring,water_share,Water Share,102.12,,,
2309,834,recurring,rent,Monthly Rent,11065.00,,,
2310,834,recurring,electricity_share,Electricity Share,1204.02,,,
2311,834,recurring,water_share,Water Share,236.97,,,
2312,835,recurring,rent,Monthly Rent,11065.00,,,
2313,835,recurring,electricity_share,Electricity Share,1181.48,,,
2314,835,recurring,water_share,Water Share,240.88,,,
2315,836,recurring,rent,Monthly Rent,11065.00,,,
2316,836,recurring,electricity_share,Electricity Share,623.98,,,
2317,836,recurring,water_share,Water Share,119.01,,,
2318,837,recurring,rent,Monthly Rent,11065.00,,,
2319,837,recurring,electricity_share,Electricity Share,737.90,,,
2320,837,recurring,water_share,Water Share,104.28,,,
2321,838,recurring,rent,Monthly Rent,11065.00,,,
2322,838,recurring,electricity_share,Electricity Share,1131.40,,,
2323,838,recurring,water_share,Water Share,214.68,,,
2324,839,recurring,rent,Monthly Rent,11065.00,,,
2325,839,recurring,electricity_share,Electricity Share,643.32,,,
2326,840,recurring,rent,Monthly Rent,11065.00,,,
2327,840,recurring,electricity_share,Electricity Share,750.99,,,
2328,840,recurring,water_share,Water Share,99.62,,,
2329,841,recurring,rent,Monthly Rent,11065.00,,,
2330,841,recurring,electricity_share,Electricity Share,967.50,,,
2331,841,recurring,water_share,Water Share,116.47,,,
2332,842,recurring,rent,Monthly Rent,11065.00,,,
2333,842,recurring,electricity_share,Electricity Share,690.35,,,
2334,842,recurring,water_share,Water Share,161.01,,,
2335,843,recurring,rent,Monthly Rent,11065.00,,,
2336,843,recurring,electricity_share,Electricity Share,498.45,,,
2337,843,recurring,water_share,Water Share,95.01,,,
2338,844,move_out,electricity_share,Final Electricity Share,498.45,,,
2339,844,move_out,water_share,Final Water Share,95.01,,,
2340,844,move_out,deposit_refund,Security Deposit Refund,-11065.00,,,
2341,845,recurring,rent,Monthly Rent,10648.00,,,
2342,845,recurring,electricity_share,Electricity Share,1804.05,,,
2343,845,recurring,water_share,Water Share,488.71,,,
2344,846,recurring,rent,Monthly Rent,10648.00,,,
2345,846,recurring,electricity_share,Electricity Share,2482.09,,,
2346,846,recurring,water_share,Water Share,412.32,,,
2347,847,recurring,rent,Monthly Rent,10648.00,,,
2348,847,recurring,electricity_share,Electricity Share,1732.57,,,
2349,847,recurring,water_share,Water Share,457.39,,,
2350,848,recurring,rent,Monthly Rent,10648.00,,,
2351,848,recurring,electricity_share,Electricity Share,1890.74,,,
2352,848,recurring,water_share,Water Share,343.08,,,
2353,849,recurring,rent,Monthly Rent,10648.00,,,
2354,849,recurring,electricity_share,Electricity Share,2286.12,,,
2355,850,recurring,rent,Monthly Rent,10648.00,,,
2356,850,recurring,electricity_share,Electricity Share,1594.35,,,
2357,850,recurring,water_share,Water Share,254.19,,,
2358,851,recurring,rent,Monthly Rent,10648.00,,,
2359,851,recurring,electricity_share,Electricity Share,2043.70,,,
2360,851,recurring,water_share,Water Share,270.78,,,
2361,852,recurring,rent,Monthly Rent,10648.00,,,
2362,852,recurring,electricity_share,Electricity Share,1985.86,,,
2363,853,recurring,rent,Monthly Rent,10648.00,,,
2364,853,recurring,electricity_share,Electricity Share,1352.72,,,
2365,853,recurring,water_share,Water Share,484.70,,,
2366,854,recurring,rent,Monthly Rent,10648.00,,,
2367,854,recurring,electricity_share,Electricity Share,1702.41,,,
2368,854,recurring,water_share,Water Share,480.47,,,
2369,855,recurring,rent,Monthly Rent,10648.00,,,
2370,855,recurring,electricity_share,Electricity Share,2201.42,,,
2371,856,recurring,rent,Monthly Rent,10648.00,,,
2372,856,recurring,electricity_share,Electricity Share,807.52,,,
2373,856,recurring,water_share,Water Share,136.74,,,
2374,857,move_out,electricity_share,Final Electricity Share,807.52,,,
2375,857,move_out,water_share,Final Water Share,136.74,,,
2376,857,move_out,deposit_refund,Security Deposit Refund,-10648.00,,,
2377,858,recurring,rent,Monthly Rent,12296.00,,,
2378,858,recurring,electricity_share,Electricity Share,1146.81,,,
2379,859,recurring,rent,Monthly Rent,12296.00,,,
2380,859,recurring,electricity_share,Electricity Share,1231.38,,,
2381,859,recurring,water_share,Water Share,185.48,,,
2382,860,recurring,rent,Monthly Rent,12296.00,,,
2383,860,recurring,electricity_share,Electricity Share,856.75,,,
2384,860,recurring,water_share,Water Share,222.86,,,
2385,861,recurring,rent,Monthly Rent,12296.00,,,
2386,861,recurring,electricity_share,Electricity Share,1122.65,,,
2387,861,recurring,water_share,Water Share,138.87,,,
2388,862,recurring,rent,Monthly Rent,12296.00,,,
2389,862,recurring,electricity_share,Electricity Share,670.75,,,
2390,863,recurring,rent,Monthly Rent,12296.00,,,
2391,863,recurring,electricity_share,Electricity Share,408.57,,,
2392,864,move_out,electricity_share,Final Electricity Share,408.57,,,
2393,864,move_out,deposit_refund,Security Deposit Refund,-12296.00,,,
2394,865,move_in,advance,1 Month Advance — First Month Rent,12829.00,,,
2395,865,move_in,security_deposit,1 Month Security Deposit,12829.00,,,
2396,866,recurring,rent,Monthly Rent,12829.00,,,
2397,866,recurring,electricity_share,Electricity Share,516.47,,,
2398,866,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2399,867,move_out,electricity_share,Final Electricity Share,516.47,,,
2400,867,move_out,deposit_refund,Security Deposit Refund,-12829.00,,,
2401,868,recurring,rent,Monthly Rent,12422.00,,,
2402,868,recurring,electricity_share,Electricity Share,2319.74,,,
2403,868,recurring,water_share,Water Share,217.02,,,
2404,868,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2405,869,recurring,rent,Monthly Rent,12422.00,,,
2406,869,recurring,electricity_share,Electricity Share,1943.17,,,
2407,869,recurring,water_share,Water Share,275.87,,,
2408,869,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2409,870,recurring,rent,Monthly Rent,12422.00,,,
2410,870,recurring,electricity_share,Electricity Share,634.81,,,
2411,870,recurring,water_share,Water Share,110.66,,,
2412,870,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2413,871,move_out,electricity_share,Final Electricity Share,634.81,,,
2414,871,move_out,water_share,Final Water Share,110.66,,,
2415,871,move_out,deposit_refund,Security Deposit Refund,-12422.00,,,
2416,872,recurring,rent,Monthly Rent,7087.00,,,
2417,872,recurring,electricity_share,Electricity Share,930.88,,,
2418,872,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2419,873,move_out,electricity_share,Final Electricity Share,930.88,,,
2420,873,move_out,deposit_refund,Security Deposit Refund,-7087.00,,,
2421,874,recurring,rent,Monthly Rent,10883.00,,,
2422,874,recurring,electricity_share,Electricity Share,622.09,,,
2423,874,recurring,water_share,Water Share,171.83,,,
2424,874,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2425,875,move_out,electricity_share,Final Electricity Share,622.09,,,
2426,875,move_out,water_share,Final Water Share,171.83,,,
2427,875,move_out,deposit_refund,Security Deposit Refund,-10883.00,,,
2428,876,recurring,rent,Monthly Rent,6328.00,,,
2429,876,recurring,electricity_share,Electricity Share,2108.79,,,
2430,876,recurring,water_share,Water Share,444.06,,,
2431,877,recurring,rent,Monthly Rent,6328.00,,,
2432,877,recurring,electricity_share,Electricity Share,1767.88,,,
2433,878,recurring,rent,Monthly Rent,6328.00,,,
2434,878,recurring,electricity_share,Electricity Share,1904.96,,,
2435,879,recurring,rent,Monthly Rent,6328.00,,,
2436,879,recurring,electricity_share,Electricity Share,2498.20,,,
2437,880,recurring,rent,Monthly Rent,6328.00,,,
2438,880,recurring,electricity_share,Electricity Share,1485.76,,,
2439,880,recurring,water_share,Water Share,239.22,,,
2440,881,recurring,rent,Monthly Rent,6328.00,,,
2441,881,recurring,electricity_share,Electricity Share,1333.77,,,
2442,881,recurring,water_share,Water Share,466.59,,,
2443,882,recurring,rent,Monthly Rent,6328.00,,,
2444,882,recurring,electricity_share,Electricity Share,1483.39,,,
2445,882,recurring,water_share,Water Share,367.52,,,
2446,883,recurring,rent,Monthly Rent,6328.00,,,
2447,883,recurring,electricity_share,Electricity Share,1837.61,,,
2448,884,recurring,rent,Monthly Rent,6328.00,,,
2449,884,recurring,electricity_share,Electricity Share,2267.20,,,
2450,885,recurring,rent,Monthly Rent,6328.00,,,
2451,885,recurring,electricity_share,Electricity Share,2139.49,,,
2452,886,recurring,rent,Monthly Rent,6328.00,,,
2453,886,recurring,electricity_share,Electricity Share,2176.05,,,
2454,887,recurring,rent,Monthly Rent,6328.00,,,
2455,887,recurring,electricity_share,Electricity Share,942.12,,,
2456,887,recurring,water_share,Water Share,174.94,,,
2457,888,move_out,electricity_share,Final Electricity Share,942.12,,,
2458,888,move_out,water_share,Final Water Share,174.94,,,
2459,888,move_out,deposit_refund,Security Deposit Refund,-6328.00,,,
2460,889,recurring,rent,Monthly Rent,12829.00,,,
2461,889,recurring,electricity_share,Electricity Share,1177.36,,,
2462,889,recurring,water_share,Water Share,212.03,,,
2463,890,recurring,rent,Monthly Rent,12829.00,,,
2464,890,recurring,electricity_share,Electricity Share,619.06,,,
2465,891,recurring,rent,Monthly Rent,12829.00,,,
2466,891,recurring,electricity_share,Electricity Share,433.03,,,
2467,892,recurring,rent,Monthly Rent,12829.00,,,
2468,892,recurring,electricity_share,Electricity Share,980.33,,,
2469,892,recurring,water_share,Water Share,138.77,,,
2470,893,recurring,rent,Monthly Rent,12829.00,,,
2471,893,recurring,electricity_share,Electricity Share,891.78,,,
2472,893,recurring,water_share,Water Share,111.54,,,
2473,894,recurring,rent,Monthly Rent,12829.00,,,
2474,894,recurring,electricity_share,Electricity Share,720.95,,,
2475,894,recurring,water_share,Water Share,134.52,,,
2476,895,recurring,rent,Monthly Rent,12829.00,,,
2477,895,recurring,electricity_share,Electricity Share,690.91,,,
2478,895,recurring,water_share,Water Share,88.54,,,
2479,896,recurring,rent,Monthly Rent,12829.00,,,
2480,896,recurring,electricity_share,Electricity Share,1208.84,,,
2481,897,recurring,rent,Monthly Rent,12829.00,,,
2482,897,recurring,electricity_share,Electricity Share,1130.42,,,
2483,897,recurring,water_share,Water Share,180.30,,,
2484,898,recurring,rent,Monthly Rent,12829.00,,,
2485,898,recurring,electricity_share,Electricity Share,530.81,,,
2486,899,recurring,rent,Monthly Rent,12829.00,,,
2487,899,recurring,electricity_share,Electricity Share,878.64,,,
2488,900,recurring,rent,Monthly Rent,12829.00,,,
2489,900,recurring,electricity_share,Electricity Share,640.46,,,
2490,900,recurring,water_share,Water Share,127.98,,,
2491,901,move_out,electricity_share,Final Electricity Share,640.46,,,
2492,901,move_out,water_share,Final Water Share,127.98,,,
2493,901,move_out,deposit_refund,Security Deposit Refund,-12829.00,,,
2494,902,recurring,rent,Monthly Rent,7355.00,,,
2495,902,recurring,electricity_share,Electricity Share,408.69,,,
2496,902,recurring,water_share,Water Share,119.67,,,
2497,902,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2498,903,move_out,electricity_share,Final Electricity Share,408.69,,,
2499,903,move_out,water_share,Final Water Share,119.67,,,
2500,903,move_out,deposit_refund,Security Deposit Refund,-7355.00,,,
2501,904,recurring,rent,Monthly Rent,9312.00,,,
2502,904,recurring,electricity_share,Electricity Share,1702.99,,,
2503,904,recurring,water_share,Water Share,203.56,,,
2504,904,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2505,905,recurring,rent,Monthly Rent,9312.00,,,
2506,905,recurring,electricity_share,Electricity Share,2001.98,,,
2507,905,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2508,906,recurring,rent,Monthly Rent,9312.00,,,
2509,906,recurring,electricity_share,Electricity Share,979.44,,,
2510,906,recurring,water_share,Water Share,150.00,,,
2511,906,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2512,907,move_out,electricity_share,Final Electricity Share,979.44,,,
2513,907,move_out,water_share,Final Water Share,150.00,,,
2514,907,move_out,deposit_refund,Security Deposit Refund,-9312.00,,,
2515,908,recurring,rent,Monthly Rent,6718.00,,,
2516,908,recurring,electricity_share,Electricity Share,1247.94,,,
2517,908,recurring,water_share,Water Share,321.67,,,
2518,909,recurring,rent,Monthly Rent,6718.00,,,
2519,909,recurring,electricity_share,Electricity Share,1868.10,,,
2520,910,recurring,rent,Monthly Rent,6718.00,,,
2521,910,recurring,electricity_share,Electricity Share,1605.50,,,
2522,911,recurring,rent,Monthly Rent,6718.00,,,
2523,911,recurring,electricity_share,Electricity Share,1462.49,,,
2524,911,recurring,water_share,Water Share,358.59,,,
2525,912,recurring,rent,Monthly Rent,6718.00,,,
2526,912,recurring,electricity_share,Electricity Share,2418.67,,,
2527,912,recurring,water_share,Water Share,257.79,,,
2528,913,recurring,rent,Monthly Rent,6718.00,,,
2529,913,recurring,electricity_share,Electricity Share,1155.41,,,
2530,913,recurring,water_share,Water Share,183.15,,,
2531,914,move_out,electricity_share,Final Electricity Share,1155.41,,,
2532,914,move_out,water_share,Final Water Share,183.15,,,
2533,914,move_out,deposit_refund,Security Deposit Refund,-6718.00,,,
2534,915,recurring,rent,Monthly Rent,13743.00,,,
2535,915,recurring,electricity_share,Electricity Share,826.06,,,
2536,915,recurring,water_share,Water Share,104.26,,,
2537,916,recurring,rent,Monthly Rent,13743.00,,,
2538,916,recurring,electricity_share,Electricity Share,933.06,,,
2539,917,recurring,rent,Monthly Rent,13743.00,,,
2540,917,recurring,electricity_share,Electricity Share,554.15,,,
2541,918,recurring,rent,Monthly Rent,13743.00,,,
2542,918,recurring,electricity_share,Electricity Share,638.12,,,
2543,918,recurring,water_share,Water Share,179.16,,,
2544,919,recurring,rent,Monthly Rent,13743.00,,,
2545,919,recurring,electricity_share,Electricity Share,956.80,,,
2546,919,recurring,water_share,Water Share,143.63,,,
2547,920,recurring,rent,Monthly Rent,13743.00,,,
2548,920,recurring,electricity_share,Electricity Share,1060.96,,,
2549,921,recurring,rent,Monthly Rent,13743.00,,,
2550,921,recurring,electricity_share,Electricity Share,889.58,,,
2551,921,recurring,water_share,Water Share,188.77,,,
2552,922,recurring,rent,Monthly Rent,13743.00,,,
2553,922,recurring,electricity_share,Electricity Share,802.99,,,
2554,922,recurring,water_share,Water Share,187.88,,,
2555,923,recurring,rent,Monthly Rent,13743.00,,,
2556,923,recurring,electricity_share,Electricity Share,635.08,,,
2557,923,recurring,water_share,Water Share,70.66,,,
2558,924,recurring,rent,Monthly Rent,13743.00,,,
2559,924,recurring,electricity_share,Electricity Share,825.11,,,
2560,924,recurring,water_share,Water Share,245.17,,,
2561,925,recurring,rent,Monthly Rent,13743.00,,,
2562,925,recurring,electricity_share,Electricity Share,770.24,,,
2563,926,recurring,rent,Monthly Rent,13743.00,,,
2564,926,recurring,electricity_share,Electricity Share,752.24,,,
2565,926,recurring,water_share,Water Share,120.86,,,
2566,927,move_out,electricity_share,Final Electricity Share,752.24,,,
2567,927,move_out,water_share,Final Water Share,120.86,,,
2568,927,move_out,deposit_refund,Security Deposit Refund,-13743.00,,,
2569,928,recurring,rent,Monthly Rent,9336.00,,,
2570,928,recurring,electricity_share,Electricity Share,588.01,,,
2571,928,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2572,929,recurring,rent,Monthly Rent,9336.00,,,
2573,929,recurring,electricity_share,Electricity Share,555.32,,,
2574,929,recurring,water_share,Water Share,162.61,,,
2575,929,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2576,930,recurring,rent,Monthly Rent,9336.00,,,
2577,930,recurring,electricity_share,Electricity Share,209.32,,,
2578,930,recurring,water_share,Water Share,43.24,,,
2579,930,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2580,931,move_out,electricity_share,Final Electricity Share,209.32,,,
2581,931,move_out,water_share,Final Water Share,43.24,,,
2582,931,move_out,deposit_refund,Security Deposit Refund,-9336.00,,,
2583,932,recurring,rent,Monthly Rent,9336.00,,,
2584,932,recurring,electricity_share,Electricity Share,588.01,,,
2585,932,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2586,933,recurring,rent,Monthly Rent,9336.00,,,
2587,933,recurring,electricity_share,Electricity Share,555.32,,,
2588,933,recurring,water_share,Water Share,162.61,,,
2589,933,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2590,934,recurring,rent,Monthly Rent,9336.00,,,
2591,934,recurring,electricity_share,Electricity Share,209.32,,,
2592,934,recurring,water_share,Water Share,43.24,,,
2593,934,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2594,935,move_out,electricity_share,Final Electricity Share,209.32,,,
2595,935,move_out,water_share,Final Water Share,43.24,,,
2596,935,move_out,deposit_refund,Security Deposit Refund,-9336.00,,,
2597,936,recurring,rent,Monthly Rent,12004.00,,,
2598,936,recurring,electricity_share,Electricity Share,1914.03,,,
2599,936,recurring,water_share,Water Share,459.47,,,
2600,937,recurring,rent,Monthly Rent,12004.00,,,
2601,937,recurring,electricity_share,Electricity Share,1677.99,,,
2602,937,recurring,water_share,Water Share,427.55,,,
2603,938,recurring,rent,Monthly Rent,12004.00,,,
2604,938,recurring,electricity_share,Electricity Share,1706.43,,,
2605,938,recurring,water_share,Water Share,210.08,,,
2606,939,recurring,rent,Monthly Rent,12004.00,,,
2607,939,recurring,electricity_share,Electricity Share,1561.20,,,
2608,939,recurring,water_share,Water Share,450.67,,,
2609,940,recurring,rent,Monthly Rent,12004.00,,,
2610,940,recurring,electricity_share,Electricity Share,1895.86,,,
2611,940,recurring,water_share,Water Share,200.32,,,
2612,941,recurring,rent,Monthly Rent,12004.00,,,
2613,941,recurring,electricity_share,Electricity Share,751.97,,,
2614,941,recurring,water_share,Water Share,233.67,,,
2615,942,move_out,electricity_share,Final Electricity Share,751.97,,,
2616,942,move_out,water_share,Final Water Share,233.67,,,
2617,942,move_out,deposit_refund,Security Deposit Refund,-12004.00,,,
2618,943,recurring,rent,Monthly Rent,7355.00,,,
2619,943,recurring,electricity_share,Electricity Share,954.60,,,
2620,943,recurring,water_share,Water Share,221.58,,,
2621,943,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2622,944,recurring,rent,Monthly Rent,7355.00,,,
2623,944,recurring,electricity_share,Electricity Share,724.08,,,
2624,944,recurring,water_share,Water Share,228.63,,,
2625,944,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2626,945,recurring,rent,Monthly Rent,7355.00,,,
2627,945,recurring,electricity_share,Electricity Share,830.60,,,
2628,945,recurring,water_share,Water Share,87.41,,,
2629,945,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
2630,946,move_out,electricity_share,Final Electricity Share,830.60,,,
2631,946,move_out,water_share,Final Water Share,87.41,,,
2632,946,move_out,deposit_refund,Security Deposit Refund,-7355.00,,,
2633,947,recurring,rent,Monthly Rent,5695.00,,,
2634,947,recurring,electricity_share,Electricity Share,1419.96,,,
2635,947,recurring,water_share,Water Share,305.56,,,
2636,948,recurring,rent,Monthly Rent,5695.00,,,
2637,948,recurring,electricity_share,Electricity Share,2272.25,,,
2638,948,recurring,water_share,Water Share,451.69,,,
2639,949,recurring,rent,Monthly Rent,5695.00,,,
2640,949,recurring,electricity_share,Electricity Share,2138.86,,,
2641,949,recurring,water_share,Water Share,320.53,,,
2642,950,recurring,rent,Monthly Rent,5695.00,,,
2643,950,recurring,electricity_share,Electricity Share,2003.96,,,
2644,950,recurring,water_share,Water Share,319.45,,,
2645,951,recurring,rent,Monthly Rent,5695.00,,,
2646,951,recurring,electricity_share,Electricity Share,2166.69,,,
2647,951,recurring,water_share,Water Share,279.26,,,
2648,952,recurring,rent,Monthly Rent,5695.00,,,
2649,952,recurring,electricity_share,Electricity Share,1953.38,,,
2650,952,recurring,water_share,Water Share,366.01,,,
2651,953,recurring,rent,Monthly Rent,5695.00,,,
2652,953,recurring,electricity_share,Electricity Share,1656.53,,,
2653,953,recurring,water_share,Water Share,471.92,,,
2654,954,recurring,rent,Monthly Rent,5695.00,,,
2655,954,recurring,electricity_share,Electricity Share,1448.52,,,
2656,955,recurring,rent,Monthly Rent,5695.00,,,
2657,955,recurring,electricity_share,Electricity Share,2420.21,,,
2658,956,recurring,rent,Monthly Rent,5695.00,,,
2659,956,recurring,electricity_share,Electricity Share,1993.31,,,
2660,956,recurring,water_share,Water Share,485.88,,,
2661,957,recurring,rent,Monthly Rent,5695.00,,,
2662,957,recurring,electricity_share,Electricity Share,2277.90,,,
2663,957,recurring,water_share,Water Share,356.92,,,
2664,958,recurring,rent,Monthly Rent,5695.00,,,
2665,958,recurring,electricity_share,Electricity Share,724.32,,,
2666,958,recurring,water_share,Water Share,175.47,,,
2667,959,move_out,electricity_share,Final Electricity Share,724.32,,,
