transaction_id,billing_id,name,reference_number,transaction_type,category,transaction_date,amount,is_recurring,created_at,updated_at,deleted_at,payment_method,or_number
1404,1404,Rent Payment - Billing #1404,FRNT-DEC2025-1404,Credit,Rent Payment,2025-12-01,7419.96,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20251201-1404
1405,1405,Move-Out Settlement - Billing #1405,FRNT-DEC2025-1405,Credit,Rent Payment,2025-12-01,-5236.04,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251201-1405
1406,1406,Rent Payment - Billing #1406,FRNT-JUL2025-1406,Credit,Rent Payment,2025-07-01,13608.86,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20250701-1406
1407,1407,Rent Payment - Billing #1407,FRNT-AUG2025-1407,Credit,Rent Payment,2025-08-01,13814.97,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20250801-1407
1408,1408,Rent Payment - Billing #1408,FRNT-SEP2025-1408,Credit,Rent Payment,2025-09-01,13708.69,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20250901-1408
1409,1409,Rent Payment - Billing #1409,FRNT-OCT2025-1409,Credit,Rent Payment,2025-10-01,13547.43,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20251001-1409
1410,1410,Rent Payment - Billing #1410,FRNT-NOV2025-1410,Credit,Rent Payment,2025-11-01,13930.81,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20251101-1410
1411,1411,Rent Payment - Billing #1411,FRNT-DEC2025-1411,Credit,Rent Payment,2025-12-01,13715.92,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251201-1411
1412,1412,Move-Out Settlement - Billing #1412,FRNT-DEC2025-1412,Credit,Rent Payment,2025-12-01,-11942.08,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20251201-1412
1413,1413,Rent Payment - Billing #1413,FRNT-JUL2025-1413,Credit,Rent Payment,2025-07-01,9980.70,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20250701-1413
1414,1414,Rent Payment - Billing #1414,FRNT-AUG2025-1414,Credit,Rent Payment,2025-08-01,10208.36,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20250801-1414
1415,1415,Rent Payment - Billing #1415,FRNT-SEP2025-1415,Credit,Rent Payment,2025-09-01,10208.40,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20250901-1415
1416,1416,Rent Payment - Billing #1416,FRNT-OCT2025-1416,Credit,Rent Payment,2025-10-01,10012.55,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251001-1416
1417,1417,Rent Payment - Billing #1417,FRNT-NOV2025-1417,Credit,Rent Payment,2025-11-01,9937.31,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251101-1417
1418,1418,Rent Payment - Billing #1418,FRNT-DEC2025-1418,Credit,Rent Payment,2025-12-01,9955.02,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251201-1418
1419,1419,Rent Payment - Billing #1419,FRNT-JAN2026-1419,Credit,Rent Payment,2026-01-01,9812.92,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20260101-1419
1420,1420,Rent Payment - Billing #1420,FRNT-FEB2026-1420,Credit,Rent Payment,2026-02-01,10138.48,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260201-1420
1421,1421,Rent Payment - Billing #1421,FRNT-MAR2026-1421,Credit,Rent Payment,2026-03-01,9884.82,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20260301-1421
1422,1422,Rent Payment - Billing #1422,FRNT-APR2026-1422,Credit,Rent Payment,2026-04-01,9586.03,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20260401-1422
1423,1423,Rent Payment - Billing #1423,FRNT-MAY2026-1423,Credit,Rent Payment,2026-05-01,9791.40,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20260501-1423
1424,1424,Rent Payment - Billing #1424,FRNT-AUG2025-1424,Credit,Rent Payment,2025-08-01,11367.43,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20250801-1424
1425,1425,Rent Payment - Billing #1425,FRNT-SEP2025-1425,Credit,Rent Payment,2025-09-01,11515.37,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20250901-1425
1426,1426,Rent Payment - Billing #1426,FRNT-OCT2025-1426,Credit,Rent Payment,2025-10-01,11540.29,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20251001-1426
1427,1427,Rent Payment - Billing #1427,FRNT-NOV2025-1427,Credit,Rent Payment,2025-11-01,11706.89,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251101-1427
1428,1428,Rent Payment - Billing #1428,FRNT-DEC2025-1428,Credit,Rent Payment,2025-12-01,11779.92,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20251201-1428
1429,1429,Rent Payment - Billing #1429,FRNT-JAN2026-1429,Credit,Rent Payment,2026-01-01,11542.70,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20260101-1429
1430,1430,Move-Out Settlement - Billing #1430,FRNT-JAN2026-1430,Credit,Rent Payment,2026-01-01,-10587.30,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20260101-1430
1431,1431,Rent Payment - Billing #1431,FRNT-AUG2025-1431,Credit,Rent Payment,2025-08-01,15014.60,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20250801-1431
1432,1432,Rent Payment - Billing #1432,FRNT-SEP2025-1432,Credit,Rent Payment,2025-09-01,15047.85,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20250901-1432
1433,1433,Rent Payment - Billing #1433,FRNT-OCT2025-1433,Credit,Rent Payment,2025-10-01,14151.50,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251001-1433
1434,1434,Move-Out Settlement - Billing #1434,FRNT-OCT2025-1434,Credit,Rent Payment,2025-10-01,-11192.50,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20251001-1434
1435,1435,Rent Payment - Billing #1435,FRNT-AUG2025-1435,Credit,Rent Payment,2025-08-01,7126.08,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20250801-1435
1436,1436,Move-Out Settlement - Billing #1436,FRNT-AUG2025-1436,Credit,Rent Payment,2025-08-01,-4763.92,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20250801-1436
1437,1437,Rent Payment - Billing #1437,FRNT-AUG2025-1437,Credit,Rent Payment,2025-08-01,12972.08,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20250801-1437
1438,1438,Rent Payment - Billing #1438,FRNT-SEP2025-1438,Credit,Rent Payment,2025-09-01,12633.83,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20250901-1438
1439,1439,Rent Payment - Billing #1439,FRNT-OCT2025-1439,Credit,Rent Payment,2025-10-01,12897.78,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20251001-1439
1440,1440,Rent Payment - Billing #1440,FRNT-NOV2025-1440,Credit,Rent Payment,2025-11-01,12638.69,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20251101-1440
1441,1441,Rent Payment - Billing #1441,FRNT-DEC2025-1441,Credit,Rent Payment,2025-12-01,12704.62,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251201-1441
1442,1442,Rent Payment - Billing #1442,FRNT-JAN2026-1442,Credit,Rent Payment,2026-01-01,12895.10,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260101-1442
1443,1443,Move-Out Settlement - Billing #1443,FRNT-JAN2026-1443,Credit,Rent Payment,2026-01-01,-11696.90,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260101-1443
1444,1444,Rent Payment - Billing #1444,FRNT-AUG2025-1444,Credit,Rent Payment,2025-08-01,13565.57,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20250801-1444
1445,1445,Rent Payment - Billing #1445,FRNT-SEP2025-1445,Credit,Rent Payment,2025-09-01,12819.63,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20250901-1445
1446,1446,Rent Payment - Billing #1446,FRNT-OCT2025-1446,Credit,Rent Payment,2025-10-01,12405.68,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20251001-1446
1447,1447,Move-Out Settlement - Billing #1447,FRNT-OCT2025-1447,Credit,Rent Payment,2025-10-01,-9860.32,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20251001-1447
1448,1448,Rent Payment - Billing #1448,FRNT-AUG2025-1448,Credit,Rent Payment,2025-08-01,13814.97,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20250801-1448
1449,1449,Rent Payment - Billing #1449,FRNT-SEP2025-1449,Credit,Rent Payment,2025-09-01,13708.69,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20250901-1449
1450,1450,Rent Payment - Billing #1450,FRNT-OCT2025-1450,Credit,Rent Payment,2025-10-01,13547.43,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251001-1450
1451,1451,Rent Payment - Billing #1451,FRNT-NOV2025-1451,Credit,Rent Payment,2025-11-01,13930.81,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20251101-1451
1452,1452,Rent Payment - Billing #1452,FRNT-DEC2025-1452,Credit,Rent Payment,2025-12-01,13715.92,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20251201-1452
1453,1453,Rent Payment - Billing #1453,FRNT-JAN2026-1453,Credit,Rent Payment,2026-01-01,13411.31,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20260101-1453
1454,1454,Move-Out Settlement - Billing #1454,FRNT-JAN2026-1454,Credit,Rent Payment,2026-01-01,-12246.69,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20260101-1454
1455,1455,Move-In Payment - Billing #1455,FRNT-JUL2025-1455,Credit,Rent Payment,2025-07-01,22130.00,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20250701-1455
1456,1456,Rent Payment - Billing #1456,FRNT-AUG2025-1456,Credit,Rent Payment,2025-08-01,11867.43,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20250801-1456
1457,1457,Rent Payment - Billing #1457,FRNT-SEP2025-1457,Credit,Rent Payment,2025-09-01,12015.37,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20250901-1457
1458,1458,Rent Payment - Billing #1458,FRNT-OCT2025-1458,Credit,Rent Payment,2025-10-01,12040.29,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20251001-1458
1459,1459,Move-Out Settlement - Billing #1459,FRNT-OCT2025-1459,Credit,Rent Payment,2025-10-01,-10589.71,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20251001-1459
1460,1460,Rent Payment - Billing #1460,FRNT-AUG2025-1460,Credit,Rent Payment,2025-08-01,14638.76,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20250801-1460
1461,1461,Rent Payment - Billing #1461,FRNT-SEP2025-1461,Credit,Rent Payment,2025-09-01,14509.06,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20250901-1461
1462,1462,Rent Payment - Billing #1462,FRNT-OCT2025-1462,Credit,Rent Payment,2025-10-01,14412.85,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251001-1462
1463,1463,Rent Payment - Billing #1463,FRNT-NOV2025-1463,Credit,Rent Payment,2025-11-01,14788.87,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251101-1463
1464,1464,Rent Payment - Billing #1464,FRNT-DEC2025-1464,Credit,Rent Payment,2025-12-01,14821.96,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251201-1464
1465,1465,Rent Payment - Billing #1465,FRNT-JAN2026-1465,Credit,Rent Payment,2026-01-01,14559.14,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20260101-1465
1466,1466,Rent Payment - Billing #1466,FRNT-FEB2026-1466,Credit,Rent Payment,2026-02-01,14760.14,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260201-1466
1467,1467,Rent Payment - Billing #1467,FRNT-MAR2026-1467,Credit,Rent Payment,2026-03-01,14681.71,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20260301-1467
1468,1468,Rent Payment - Billing #1468,FRNT-APR2026-1468,Credit,Rent Payment,2026-04-01,14564.31,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20260401-1468
1469,1469,Rent Payment - Billing #1469,FRNT-MAY2026-1469,Credit,Rent Payment,2026-05-01,14586.43,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260501-1469
1470,1470,Rent Payment - Billing #1470,FRNT-SEP2025-1470,Credit,Rent Payment,2025-09-01,13259.68,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20250901-1470
1471,1471,Rent Payment - Billing #1471,FRNT-OCT2025-1471,Credit,Rent Payment,2025-10-01,12769.31,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20251001-1471
1472,1472,Rent Payment - Billing #1472,FRNT-NOV2025-1472,Credit,Rent Payment,2025-11-01,13264.08,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251101-1472
1473,1473,Rent Payment - Billing #1473,FRNT-DEC2025-1473,Credit,Rent Payment,2025-12-01,13199.38,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251201-1473
1474,1474,Rent Payment - Billing #1474,FRNT-JAN2026-1474,Credit,Rent Payment,2026-01-01,13706.89,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260101-1474
1475,1475,Rent Payment - Billing #1475,FRNT-FEB2026-1475,Credit,Rent Payment,2026-02-01,13114.98,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260201-1475
1476,1476,Rent Payment - Billing #1476,FRNT-MAR2026-1476,Credit,Rent Payment,2026-03-01,12851.77,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20260301-1476
1477,1477,Rent Payment - Billing #1477,FRNT-APR2026-1477,Credit,Rent Payment,2026-04-01,14155.22,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260401-1477
1478,1478,Rent Payment - Billing #1478,FRNT-MAY2026-1478,Credit,Rent Payment,2026-05-01,12763.30,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20260501-1478
1479,1479,Rent Payment - Billing #1479,FRNT-SEP2025-1479,Credit,Rent Payment,2025-09-01,8941.65,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20250901-1479
1480,1480,Rent Payment - Billing #1480,FRNT-OCT2025-1480,Credit,Rent Payment,2025-10-01,9677.61,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251001-1480
1481,1481,Rent Payment - Billing #1481,FRNT-NOV2025-1481,Credit,Rent Payment,2025-11-01,8567.79,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251101-1481
1482,1482,Move-Out Settlement - Billing #1482,FRNT-NOV2025-1482,Credit,Rent Payment,2025-11-01,-6414.21,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251101-1482
1483,1483,Rent Payment - Billing #1483,FRNT-SEP2025-1483,Credit,Rent Payment,2025-09-01,7723.45,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20250901-1483
1484,1484,Rent Payment - Billing #1484,FRNT-OCT2025-1484,Credit,Rent Payment,2025-10-01,7505.78,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251001-1484
1485,1485,Rent Payment - Billing #1485,FRNT-NOV2025-1485,Credit,Rent Payment,2025-11-01,8009.82,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251101-1485
1486,1486,Rent Payment - Billing #1486,FRNT-DEC2025-1486,Credit,Rent Payment,2025-12-01,7571.75,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20251201-1486
1487,1487,Rent Payment - Billing #1487,FRNT-JAN2026-1487,Credit,Rent Payment,2026-01-01,8038.44,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260101-1487
1488,1488,Rent Payment - Billing #1488,FRNT-FEB2026-1488,Credit,Rent Payment,2026-02-01,8096.41,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20260201-1488
1489,1489,Rent Payment - Billing #1489,FRNT-MAR2026-1489,Credit,Rent Payment,2026-03-01,7885.31,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20260301-1489
1490,1490,Rent Payment - Billing #1490,FRNT-APR2026-1490,Credit,Rent Payment,2026-04-01,8411.61,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260401-1490
1491,1491,Rent Payment - Billing #1491,FRNT-MAY2026-1491,Credit,Rent Payment,2026-05-01,7232.92,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20260501-1491
1492,1492,Rent Payment - Billing #1492,FRNT-SEP2025-1492,Credit,Rent Payment,2025-09-01,12015.37,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20250901-1492
1493,1493,Move-Out Settlement - Billing #1493,FRNT-SEP2025-1493,Credit,Rent Payment,2025-09-01,-10614.63,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20250901-1493
1494,1494,Rent Payment - Billing #1494,FRNT-OCT2025-1494,Credit,Rent Payment,2025-10-01,14809.39,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20251001-1494
1495,1495,Move-Out Settlement - Billing #1495,FRNT-OCT2025-1495,Credit,Rent Payment,2025-10-01,-12028.61,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251001-1495
1496,1496,Rent Payment - Billing #1496,FRNT-OCT2025-1496,Credit,Rent Payment,2025-10-01,11337.01,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251001-1496
1497,1497,Rent Payment - Billing #1497,FRNT-NOV2025-1497,Credit,Rent Payment,2025-11-01,10819.14,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251101-1497
1498,1498,Rent Payment - Billing #1498,FRNT-DEC2025-1498,Credit,Rent Payment,2025-12-01,11375.27,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20251201-1498
1499,1499,Rent Payment - Billing #1499,FRNT-JAN2026-1499,Credit,Rent Payment,2026-01-01,10573.42,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20260101-1499
1500,1500,Rent Payment - Billing #1500,FRNT-FEB2026-1500,Credit,Rent Payment,2026-02-01,12151.33,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20260201-1500
1501,1501,Rent Payment - Billing #1501,FRNT-MAR2026-1501,Credit,Rent Payment,2026-03-01,10543.11,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20260301-1501
1502,1502,Move-Out Settlement - Billing #1502,FRNT-MAR2026-1502,Credit,Rent Payment,2026-03-01,-8080.89,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20260301-1502
1503,1503,Rent Payment - Billing #1503,FRNT-OCT2025-1503,Credit,Rent Payment,2025-10-01,12897.78,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20251001-1503
1504,1504,Rent Payment - Billing #1504,FRNT-NOV2025-1504,Credit,Rent Payment,2025-11-01,12638.69,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20251101-1504
1505,1505,Rent Payment - Billing #1505,FRNT-DEC2025-1505,Credit,Rent Payment,2025-12-01,12704.62,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20251201-1505
1506,1506,Rent Payment - Billing #1506,FRNT-JAN2026-1506,Credit,Rent Payment,2026-01-01,12895.10,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20260101-1506
1507,1507,Rent Payment - Billing #1507,FRNT-FEB2026-1507,Credit,Rent Payment,2026-02-01,13099.34,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260201-1507
1508,1508,Rent Payment - Billing #1508,FRNT-MAR2026-1508,Credit,Rent Payment,2026-03-01,13129.76,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260301-1508
1509,1509,Rent Payment - Billing #1509,FRNT-APR2026-1509,Credit,Rent Payment,2026-04-01,12705.66,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20260401-1509
1510,1510,Rent Payment - Billing #1510,FRNT-MAY2026-1510,Credit,Rent Payment,2026-05-01,12799.12,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260501-1510
1511,1511,Rent Payment - Billing #1511,FRNT-OCT2025-1511,Credit,Rent Payment,2025-10-01,12040.29,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251001-1511
1512,1512,Rent Payment - Billing #1512,FRNT-NOV2025-1512,Credit,Rent Payment,2025-11-01,12206.89,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251101-1512
1513,1513,Rent Payment - Billing #1513,FRNT-DEC2025-1513,Credit,Rent Payment,2025-12-01,12279.92,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251201-1513
1514,1514,Move-Out Settlement - Billing #1514,FRNT-DEC2025-1514,Credit,Rent Payment,2025-12-01,-10350.08,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20251201-1514
1515,1515,Rent Payment - Billing #1515,FRNT-NOV2025-1515,Credit,Rent Payment,2025-11-01,13818.49,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251101-1515
1516,1516,Rent Payment - Billing #1516,FRNT-DEC2025-1516,Credit,Rent Payment,2025-12-01,13575.79,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251201-1516
1517,1517,Rent Payment - Billing #1517,FRNT-JAN2026-1517,Credit,Rent Payment,2026-01-01,13788.29,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20260101-1517
1518,1518,Rent Payment - Billing #1518,FRNT-FEB2026-1518,Credit,Rent Payment,2026-02-01,13753.12,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20260201-1518
1519,1519,Rent Payment - Billing #1519,FRNT-MAR2026-1519,Credit,Rent Payment,2026-03-01,14003.45,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260301-1519
1520,1520,Rent Payment - Billing #1520,FRNT-APR2026-1520,Credit,Rent Payment,2026-04-01,13755.70,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20260401-1520
1521,1521,Rent Payment - Billing #1521,FRNT-MAY2026-1521,Credit,Rent Payment,2026-05-01,13393.08,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20260501-1521
1522,1522,Rent Payment - Billing #1522,FRNT-NOV2025-1522,Credit,Rent Payment,2025-11-01,12446.87,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251101-1522
1523,1523,Rent Payment - Billing #1523,FRNT-DEC2025-1523,Credit,Rent Payment,2025-12-01,12777.67,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20251201-1523
1524,1524,Rent Payment - Billing #1524,FRNT-JAN2026-1524,Credit,Rent Payment,2026-01-01,12501.92,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20260101-1524
1525,1525,Rent Payment - Billing #1525,FRNT-FEB2026-1525,Credit,Rent Payment,2026-02-01,12433.11,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Bank Transfer,OR-20260201-1525
1526,1526,Rent Payment - Billing #1526,FRNT-MAR2026-1526,Credit,Rent Payment,2026-03-01,12608.26,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260301-1526
1527,1527,Rent Payment - Billing #1527,FRNT-APR2026-1527,Credit,Rent Payment,2026-04-01,13157.53,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260401-1527
1528,1528,Rent Payment - Billing #1528,FRNT-MAY2026-1528,Credit,Rent Payment,2026-05-01,12496.42,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20260501-1528
1529,1529,Rent Payment - Billing #1529,FRNT-NOV2025-1529,Credit,Rent Payment,2025-11-01,14601.18,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20251101-1529
1530,1530,Rent Payment - Billing #1530,FRNT-DEC2025-1530,Credit,Rent Payment,2025-12-01,13943.66,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251201-1530
1531,1531,Rent Payment - Billing #1531,FRNT-JAN2026-1531,Credit,Rent Payment,2026-01-01,14173.15,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260101-1531
1532,1532,Rent Payment - Billing #1532,FRNT-FEB2026-1532,Credit,Rent Payment,2026-02-01,14554.27,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20260201-1532
1533,1533,Rent Payment - Billing #1533,FRNT-MAR2026-1533,Credit,Rent Payment,2026-03-01,14119.98,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,GCash,OR-20260301-1533
1534,1534,Rent Payment - Billing #1534,FRNT-APR2026-1534,Credit,Rent Payment,2026-04-01,14218.49,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20260401-1534
1535,1535,Rent Payment - Billing #1535,FRNT-MAY2026-1535,Credit,Rent Payment,2026-05-01,14848.10,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20260501-1535
1536,1536,Rent Payment - Billing #1536,FRNT-NOV2025-1536,Credit,Rent Payment,2025-11-01,10437.31,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251101-1536
1537,1537,Rent Payment - Billing #1537,FRNT-DEC2025-1537,Credit,Rent Payment,2025-12-01,10455.02,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Maya,OR-20251201-1537
1538,1538,Rent Payment - Billing #1538,FRNT-JAN2026-1538,Credit,Rent Payment,2026-01-01,10312.92,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20260101-1538
1539,1539,Move-Out Settlement - Billing #1539,FRNT-JAN2026-1539,Credit,Rent Payment,2026-01-01,-8859.08,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20260101-1539
1540,1540,Rent Payment - Billing #1540,FRNT-NOV2025-1540,Credit,Rent Payment,2025-11-01,9180.94,f,2026-05-07 21:28:54,2026-05-07 21:28:54,,Cash,OR-20251101-1540
