utility_bill_id,unit_id,utility_type,billing_period,total_amount,tenant_count,per_tenant_amount,entered_by,created_at,updated_at,deleted_at
512,34,electricity,2025-07-01,1679.19,1,1679.19,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
513,34,water,2025-07-01,234.08,1,234.08,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
514,34,electricity,2025-08-01,1660.65,2,830.33,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
515,34,water,2025-08-01,452.34,2,226.17,43,2026-05-07 21:26:40,2026-05-07 21:26:40,
516,34,electricity,2025-09-01,1200.65,1,1200.65,43,2026-05-07 21:26:41,2026-05-07 21:26:41,
517,34,electricity,2025-10-01,1936.61,1,1936.61,43,2026-05-07 21:26:41,2026-05-07 21:26:41,
518,34,electricity,2025-11-01,1653.57,2,826.79,43,2026-05-07 21:26:41,2026-05-07 21:26:41,
519,34,electricity,2025-12-01,2224.32,1,2224.32,43,2026-05-07 21:26:41,2026-05-07 21:26:41,
520,34,electricity,2026-01-01,1300.65,1,1300.65,43,2026-05-07 21:26:41,2026-05-07 21:26:41,
521,34,water,2026-01-01,450.60,1,450.60,43,2026-05-07 21:26:41,2026-05-07 21:26:41,
522,34,electricity,2026-02-01,1372.68,1,1372.68,43,2026-05-07 21:26:41,2026-05-07 21:26:41,
523,34,electricity,2026-03-01,1308.84,1,1308.84,43,2026-05-07 21:26:41,2026-05-07 21:26:41,
524,34,electricity,2026-04-01,2235.46,1,2235.46,43,2026-05-07 21:26:41,2026-05-07 21:26:41,
525,34,water,2026-04-01,464.30,1,464.30,43,2026-05-07 21:26:41,2026-05-07 21:26:41,
526,34,electricity,2026-05-01,1382.18,1,1382.18,43,2026-05-07 21:26:41,2026-05-07 21:26:41,
527,34,water,2026-05-01,491.18,1,491.18,43,2026-05-07 21:26:41,2026-05-07 21:26:41,
528,21,electricity,2023-05-01,1269.90,1,1269.90,3,2026-05-07 21:26:41,2026-05-07 21:26:41,
529,21,water,2023-05-01,253.33,1,253.33,3,2026-05-07 21:26:41,2026-05-07 21:26:41,
530,21,electricity,2023-06-01,1719.50,1,1719.50,3,2026-05-07 21:26:41,2026-05-07 21:26:41,
531,21,electricity,2023-07-01,2492.87,1,2492.87,3,2026-05-07 21:26:41,2026-05-07 21:26:41,
532,21,electricity,2023-08-01,1436.95,1,1436.95,3,2026-05-07 21:26:41,2026-05-07 21:26:41,
533,21,water,2023-08-01,396.67,1,396.67,3,2026-05-07 21:26:41,2026-05-07 21:26:41,
534,21,electricity,2023-09-01,1473.74,1,1473.74,3,2026-05-07 21:26:41,2026-05-07 21:26:41,
535,21,electricity,2023-10-01,1821.35,1,1821.35,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
536,21,water,2023-10-01,244.17,1,244.17,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
537,21,electricity,2023-11-01,1233.94,2,616.97,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
538,21,electricity,2023-12-01,1281.26,1,1281.26,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
539,21,water,2023-12-01,255.46,1,255.46,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
540,21,electricity,2024-01-01,2387.86,1,2387.86,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
541,21,electricity,2024-02-01,1467.73,1,1467.73,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
542,21,water,2024-02-01,432.25,1,432.25,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
543,21,electricity,2024-03-01,2310.06,1,2310.06,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
544,21,water,2024-03-01,485.09,1,485.09,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
545,21,electricity,2024-04-01,2012.86,1,2012.86,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
546,21,water,2024-04-01,281.03,1,281.03,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
547,21,electricity,2024-05-01,2188.37,2,1094.19,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
548,21,water,2024-05-01,341.37,2,170.69,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
549,21,electricity,2024-06-01,1298.28,2,649.14,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
550,21,water,2024-06-01,437.96,2,218.98,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
551,21,electricity,2024-07-01,2108.79,1,2108.79,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
552,21,water,2024-07-01,444.06,1,444.06,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
553,21,electricity,2024-08-01,1767.88,1,1767.88,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
554,21,electricity,2024-09-01,1904.96,1,1904.96,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
555,21,electricity,2024-10-01,2498.20,1,2498.20,3,2026-05-07 21:26:42,2026-05-07 21:26:42,
556,21,electricity,2024-11-01,1485.76,1,1485.76,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
557,21,water,2024-11-01,239.22,1,239.22,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
558,21,electricity,2024-12-01,1333.77,1,1333.77,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
559,21,water,2024-12-01,466.59,1,466.59,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
560,21,electricity,2025-01-01,1483.39,1,1483.39,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
561,21,water,2025-01-01,367.52,1,367.52,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
562,21,electricity,2025-02-01,1837.61,1,1837.61,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
563,21,electricity,2025-03-01,2267.20,1,2267.20,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
564,21,electricity,2025-04-01,2139.49,1,2139.49,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
565,21,electricity,2025-05-01,2176.05,1,2176.05,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
566,21,electricity,2025-06-01,1884.24,2,942.12,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
567,21,water,2025-06-01,349.87,2,174.94,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
568,21,electricity,2025-07-01,1973.66,1,1973.66,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
569,21,water,2025-07-01,487.66,1,487.66,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
570,21,electricity,2025-08-01,2040.88,1,2040.88,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
571,21,water,2025-08-01,438.96,1,438.96,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
572,21,electricity,2025-09-01,1597.21,1,1597.21,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
573,21,water,2025-09-01,413.52,1,413.52,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
574,21,electricity,2025-10-01,2134.14,1,2134.14,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
575,21,electricity,2025-11-01,1707.96,1,1707.96,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
576,21,electricity,2025-12-01,2183.91,2,1091.96,3,2026-05-07 21:26:43,2026-05-07 21:26:43,
577,21,electricity,2026-01-01,2007.39,1,2007.39,3,2026-05-07 21:26:44,2026-05-07 21:26:44,
578,21,water,2026-01-01,395.12,1,395.12,3,2026-05-07 21:26:44,2026-05-07 21:26:44,
579,21,electricity,2026-02-01,1900.67,1,1900.67,3,2026-05-07 21:26:44,2026-05-07 21:26:44,
580,21,electricity,2026-03-01,2365.97,1,2365.97,3,2026-05-07 21:26:44,2026-05-07 21:26:44,
581,21,electricity,2026-04-01,2286.89,1,2286.89,3,2026-05-07 21:26:44,2026-05-07 21:26:44,
582,21,electricity,2026-05-01,2154.96,1,2154.96,3,2026-05-07 21:26:44,2026-05-07 21:26:44,
583,41,electricity,2024-12-01,1314.72,1,1314.72,44,2026-05-07 21:26:44,2026-05-07 21:26:44,
584,41,electricity,2025-01-01,2406.38,1,2406.38,44,2026-05-07 21:26:44,2026-05-07 21:26:44,
585,41,water,2025-01-01,401.10,1,401.10,44,2026-05-07 21:26:44,2026-05-07 21:26:44,
586,41,electricity,2025-02-01,2203.45,1,2203.45,44,2026-05-07 21:26:44,2026-05-07 21:26:44,
587,41,water,2025-02-01,390.08,1,390.08,44,2026-05-07 21:26:44,2026-05-07 21:26:44,
588,41,electricity,2025-03-01,1972.61,2,986.31,44,2026-05-07 21:26:44,2026-05-07 21:26:44,
589,41,water,2025-03-01,415.25,2,207.63,44,2026-05-07 21:26:44,2026-05-07 21:26:44,
590,41,electricity,2025-04-01,2230.60,1,2230.60,44,2026-05-07 21:26:44,2026-05-07 21:26:44,
591,41,electricity,2025-05-01,1506.28,1,1506.28,44,2026-05-07 21:26:44,2026-05-07 21:26:44,
592,41,water,2025-05-01,443.58,1,443.58,44,2026-05-07 21:26:44,2026-05-07 21:26:44,
593,41,electricity,2025-06-01,1303.59,1,1303.59,44,2026-05-07 21:26:44,2026-05-07 21:26:44,
594,41,water,2025-06-01,391.77,1,391.77,44,2026-05-07 21:26:44,2026-05-07 21:26:44,
595,41,electricity,2025-07-01,2309.53,1,2309.53,44,2026-05-07 21:26:44,2026-05-07 21:26:44,
596,41,electricity,2025-08-01,1956.48,1,1956.48,44,2026-05-07 21:26:44,2026-05-07 21:26:44,
597,41,water,2025-08-01,229.14,1,229.14,44,2026-05-07 21:26:44,2026-05-07 21:26:44,
598,41,electricity,2025-09-01,1256.36,2,628.18,44,2026-05-07 21:26:45,2026-05-07 21:26:45,
599,41,water,2025-09-01,452.86,2,226.43,44,2026-05-07 21:26:45,2026-05-07 21:26:45,
600,41,electricity,2025-10-01,2280.78,2,1140.39,44,2026-05-07 21:26:45,2026-05-07 21:26:45,
601,41,electricity,2025-11-01,1317.02,1,1317.02,44,2026-05-07 21:26:45,2026-05-07 21:26:45,
602,41,electricity,2025-12-01,2176.95,1,2176.95,44,2026-05-07 21:26:45,2026-05-07 21:26:45,
603,41,water,2025-12-01,380.30,1,380.30,44,2026-05-07 21:26:45,2026-05-07 21:26:45,
604,41,electricity,2026-01-01,1723.64,2,861.82,44,2026-05-07 21:26:45,2026-05-07 21:26:45,
605,41,water,2026-01-01,480.66,2,240.33,44,2026-05-07 21:26:45,2026-05-07 21:26:45,
606,41,electricity,2026-02-01,2128.86,1,2128.86,44,2026-05-07 21:26:45,2026-05-07 21:26:45,
607,41,water,2026-02-01,366.85,1,366.85,44,2026-05-07 21:26:45,2026-05-07 21:26:45,
608,41,electricity,2026-03-01,1760.83,1,1760.83,44,2026-05-07 21:26:45,2026-05-07 21:26:45,
609,41,water,2026-03-01,313.93,1,313.93,44,2026-05-07 21:26:45,2026-05-07 21:26:45,
610,41,electricity,2026-04-01,1289.08,1,1289.08,44,2026-05-07 21:26:45,2026-05-07 21:26:45,
611,41,water,2026-04-01,269.06,1,269.06,44,2026-05-07 21:26:45,2026-05-07 21:26:45,
612,41,electricity,2026-05-01,1764.54,1,1764.54,44,2026-05-07 21:26:45,2026-05-07 21:26:45,
613,50,electricity,2022-05-01,2165.09,1,2165.09,3,2026-05-07 21:26:45,2026-05-07 21:26:45,
614,50,water,2022-05-01,273.31,1,273.31,3,2026-05-07 21:26:45,2026-05-07 21:26:45,
615,50,electricity,2022-06-01,1556.21,1,1556.21,3,2026-05-07 21:26:45,2026-05-07 21:26:45,
616,50,electricity,2022-07-01,1734.79,1,1734.79,3,2026-05-07 21:26:45,2026-05-07 21:26:45,
617,50,electricity,2022-08-01,1877.82,2,938.91,3,2026-05-07 21:26:45,2026-05-07 21:26:45,
618,50,electricity,2022-09-01,1944.63,1,1944.63,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
619,50,water,2022-09-01,257.24,1,257.24,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
620,50,electricity,2022-10-01,1843.95,1,1843.95,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
621,50,water,2022-10-01,262.38,1,262.38,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
622,50,electricity,2022-11-01,2464.48,2,1232.24,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
623,50,water,2022-11-01,437.55,2,218.78,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
624,50,electricity,2022-12-01,2413.14,1,2413.14,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
625,50,electricity,2023-01-01,2183.43,1,2183.43,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
626,50,water,2023-01-01,323.07,1,323.07,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
627,50,electricity,2023-02-01,1638.14,1,1638.14,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
628,50,electricity,2023-03-01,2499.44,1,2499.44,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
629,50,water,2023-03-01,468.54,1,468.54,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
630,50,electricity,2023-04-01,1973.44,1,1973.44,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
631,50,water,2023-04-01,351.60,1,351.60,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
632,50,electricity,2023-05-01,2229.03,2,1114.52,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
633,50,water,2023-05-01,451.82,2,225.91,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
634,50,electricity,2023-06-01,1933.36,1,1933.36,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
635,50,water,2023-06-01,283.57,1,283.57,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
636,50,electricity,2023-07-01,1893.11,1,1893.11,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
637,50,electricity,2023-08-01,1409.57,1,1409.57,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
638,50,electricity,2023-09-01,2481.86,1,2481.86,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
639,50,water,2023-09-01,341.73,1,341.73,3,2026-05-07 21:26:46,2026-05-07 21:26:46,
640,50,electricity,2023-10-01,2052.27,1,2052.27,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
641,50,electricity,2023-11-01,1592.96,2,796.48,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
642,50,electricity,2023-12-01,1255.49,1,1255.49,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
643,50,water,2023-12-01,312.28,1,312.28,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
644,50,electricity,2024-01-01,1535.24,1,1535.24,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
645,50,water,2024-01-01,264.00,1,264.00,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
646,50,electricity,2024-02-01,1663.06,2,831.53,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
647,50,water,2024-02-01,421.44,2,210.72,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
648,50,electricity,2024-03-01,2385.95,1,2385.95,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
649,50,electricity,2024-04-01,1561.26,1,1561.26,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
650,50,water,2024-04-01,408.45,1,408.45,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
651,50,electricity,2024-05-01,2450.35,2,1225.18,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
652,50,electricity,2024-06-01,1804.05,1,1804.05,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
653,50,water,2024-06-01,488.71,1,488.71,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
654,50,electricity,2024-07-01,2482.09,1,2482.09,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
655,50,water,2024-07-01,412.32,1,412.32,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
656,50,electricity,2024-08-01,1732.57,1,1732.57,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
657,50,water,2024-08-01,457.39,1,457.39,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
658,50,electricity,2024-09-01,1890.74,1,1890.74,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
659,50,water,2024-09-01,343.08,1,343.08,3,2026-05-07 21:26:47,2026-05-07 21:26:47,
660,50,electricity,2024-10-01,2286.12,1,2286.12,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
661,50,electricity,2024-11-01,1594.35,1,1594.35,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
662,50,water,2024-11-01,254.19,1,254.19,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
663,50,electricity,2024-12-01,2043.70,1,2043.70,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
664,50,water,2024-12-01,270.78,1,270.78,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
665,50,electricity,2025-01-01,1985.86,1,1985.86,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
666,50,electricity,2025-02-01,1352.72,1,1352.72,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
667,50,water,2025-02-01,484.70,1,484.70,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
668,50,electricity,2025-03-01,1702.41,1,1702.41,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
669,50,water,2025-03-01,480.47,1,480.47,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
670,50,electricity,2025-04-01,2201.42,1,2201.42,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
671,50,electricity,2025-05-01,1615.04,2,807.52,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
672,50,water,2025-05-01,273.47,2,136.74,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
673,50,electricity,2025-06-01,2285.47,1,2285.47,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
674,50,electricity,2025-07-01,1809.28,1,1809.28,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
675,50,electricity,2025-08-01,1938.55,1,1938.55,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
676,50,water,2025-08-01,480.43,1,480.43,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
677,50,electricity,2025-09-01,1801.64,1,1801.64,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
678,50,electricity,2025-10-01,2269.86,1,2269.86,3,2026-05-07 21:26:48,2026-05-07 21:26:48,
679,50,electricity,2025-11-01,2447.83,1,2447.83,3,2026-05-07 21:26:49,2026-05-07 21:26:49,
680,50,electricity,2025-12-01,2462.68,1,2462.68,3,2026-05-07 21:26:49,2026-05-07 21:26:49,
681,50,electricity,2026-01-01,2458.37,1,2458.37,3,2026-05-07 21:26:49,2026-05-07 21:26:49,
682,50,water,2026-01-01,412.88,1,412.88,3,2026-05-07 21:26:49,2026-05-07 21:26:49,
683,50,electricity,2026-02-01,2006.71,1,2006.71,3,2026-05-07 21:26:49,2026-05-07 21:26:49,
684,50,electricity,2026-03-01,1809.94,1,1809.94,3,2026-05-07 21:26:49,2026-05-07 21:26:49,
685,50,electricity,2026-04-01,1373.15,1,1373.15,3,2026-05-07 21:26:49,2026-05-07 21:26:49,
686,50,electricity,2026-05-01,2276.74,2,1138.37,3,2026-05-07 21:26:49,2026-05-07 21:26:49,
687,40,electricity,2022-01-01,2399.16,1,2399.16,43,2026-05-07 21:26:49,2026-05-07 21:26:49,
688,40,electricity,2022-02-01,1214.55,1,1214.55,43,2026-05-07 21:26:49,2026-05-07 21:26:49,
689,40,water,2022-02-01,290.52,1,290.52,43,2026-05-07 21:26:49,2026-05-07 21:26:49,
690,40,electricity,2022-03-01,2418.12,1,2418.12,43,2026-05-07 21:26:49,2026-05-07 21:26:49,
691,40,water,2022-03-01,280.45,1,280.45,43,2026-05-07 21:26:49,2026-05-07 21:26:49,
692,40,electricity,2022-04-01,2470.03,2,1235.02,43,2026-05-07 21:26:49,2026-05-07 21:26:49,
693,40,water,2022-04-01,380.14,2,190.07,43,2026-05-07 21:26:49,2026-05-07 21:26:49,
694,40,electricity,2022-05-01,2356.37,1,2356.37,43,2026-05-07 21:26:49,2026-05-07 21:26:49,
695,40,electricity,2022-06-01,1205.08,1,1205.08,43,2026-05-07 21:26:49,2026-05-07 21:26:49,
696,40,water,2022-06-01,486.40,1,486.40,43,2026-05-07 21:26:49,2026-05-07 21:26:49,
697,40,electricity,2022-07-01,2294.64,1,2294.64,43,2026-05-07 21:26:49,2026-05-07 21:26:49,
698,40,water,2022-07-01,392.17,1,392.17,43,2026-05-07 21:26:49,2026-05-07 21:26:49,
699,40,electricity,2022-08-01,2043.19,1,2043.19,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
700,40,electricity,2022-09-01,1970.77,1,1970.77,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
701,40,electricity,2022-10-01,1802.63,2,901.32,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
702,40,water,2022-10-01,256.01,2,128.01,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
703,40,electricity,2022-11-01,1278.15,1,1278.15,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
704,40,water,2022-11-01,492.02,1,492.02,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
705,40,electricity,2022-12-01,1718.83,1,1718.83,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
706,40,water,2022-12-01,350.70,1,350.70,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
707,40,electricity,2023-01-01,1365.84,2,682.92,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
708,40,electricity,2023-02-01,1688.52,1,1688.52,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
709,40,electricity,2023-03-01,1565.45,1,1565.45,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
710,40,electricity,2023-04-01,2239.53,1,2239.53,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
711,40,electricity,2023-05-01,1969.77,1,1969.77,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
712,40,water,2023-05-01,310.85,1,310.85,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
713,40,electricity,2023-06-01,1397.89,1,1397.89,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
714,40,water,2023-06-01,353.22,1,353.22,43,2026-05-07 21:26:50,2026-05-07 21:26:50,
715,40,electricity,2023-07-01,1430.47,2,715.24,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
716,40,water,2023-07-01,295.27,2,147.64,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
717,40,electricity,2023-08-01,2204.21,1,2204.21,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
718,40,electricity,2023-09-01,2160.08,1,2160.08,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
719,40,water,2023-09-01,420.33,1,420.33,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
720,40,electricity,2023-10-01,1865.52,1,1865.52,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
721,40,electricity,2023-11-01,1209.43,1,1209.43,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
722,40,water,2023-11-01,344.13,1,344.13,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
723,40,electricity,2023-12-01,2006.61,1,2006.61,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
724,40,water,2023-12-01,484.43,1,484.43,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
725,40,electricity,2024-01-01,1256.45,1,1256.45,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
726,40,water,2024-01-01,480.47,1,480.47,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
727,40,electricity,2024-02-01,1867.32,1,1867.32,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
728,40,water,2024-02-01,258.01,1,258.01,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
729,40,electricity,2024-03-01,1589.81,1,1589.81,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
730,40,electricity,2024-04-01,1258.14,1,1258.14,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
731,40,water,2024-04-01,351.64,1,351.64,43,2026-05-07 21:26:51,2026-05-07 21:26:51,
732,40,electricity,2024-05-01,1963.48,1,1963.48,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
733,40,water,2024-05-01,317.60,1,317.60,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
734,40,electricity,2024-06-01,1595.06,1,1595.06,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
735,40,water,2024-06-01,368.54,1,368.54,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
736,40,electricity,2024-07-01,2213.64,2,1106.82,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
737,40,water,2024-07-01,404.45,2,202.23,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
738,40,electricity,2024-08-01,1419.96,1,1419.96,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
739,40,water,2024-08-01,305.56,1,305.56,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
740,40,electricity,2024-09-01,2272.25,1,2272.25,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
741,40,water,2024-09-01,451.69,1,451.69,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
742,40,electricity,2024-10-01,2138.86,1,2138.86,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
743,40,water,2024-10-01,320.53,1,320.53,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
744,40,electricity,2024-11-01,2003.96,1,2003.96,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
745,40,water,2024-11-01,319.45,1,319.45,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
746,40,electricity,2024-12-01,2166.69,1,2166.69,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
747,40,water,2024-12-01,279.26,1,279.26,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
748,40,electricity,2025-01-01,1953.38,1,1953.38,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
749,40,water,2025-01-01,366.01,1,366.01,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
750,40,electricity,2025-02-01,1656.53,1,1656.53,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
751,40,water,2025-02-01,471.92,1,471.92,43,2026-05-07 21:26:52,2026-05-07 21:26:52,
752,40,electricity,2025-03-01,1448.52,1,1448.52,43,2026-05-07 21:26:53,2026-05-07 21:26:53,
753,40,electricity,2025-04-01,2420.21,1,2420.21,43,2026-05-07 21:26:53,2026-05-07 21:26:53,
754,40,electricity,2025-05-01,1993.31,1,1993.31,43,2026-05-07 21:26:53,2026-05-07 21:26:53,
755,40,water,2025-05-01,485.88,1,485.88,43,2026-05-07 21:26:53,2026-05-07 21:26:53,
756,40,electricity,2025-06-01,2277.90,1,2277.90,43,2026-05-07 21:26:53,2026-05-07 21:26:53,
757,40,water,2025-06-01,356.92,1,356.92,43,2026-05-07 21:26:53,2026-05-07 21:26:53,
758,40,electricity,2025-07-01,1448.64,2,724.32,43,2026-05-07 21:26:53,2026-05-07 21:26:53,
759,40,water,2025-07-01,350.94,2,175.47,43,2026-05-07 21:26:53,2026-05-07 21:26:53,
760,40,electricity,2025-08-01,1862.16,2,931.08,43,2026-05-07 21:26:53,2026-05-07 21:26:53,
761,40,electricity,2025-09-01,1553.29,1,1553.29,43,2026-05-07 21:26:53,2026-05-07 21:26:53,
762,40,water,2025-09-01,475.16,1,475.16,43,2026-05-07 21:26:53,2026-05-07 21:26:53,
763,40,electricity,2025-10-01,1810.78,1,1810.78,43,2026-05-07 21:26:53,2026-05-07 21:26:53,
764,40,electricity,2025-11-01,2314.82,1,2314.82,43,2026-05-07 21:26:53,2026-05-07 21:26:53,
765,40,electricity,2025-12-01,1395.01,1,1395.01,43,2026-05-07 21:26:53,2026-05-07 21:26:53,
766,40,water,2025-12-01,481.74,1,481.74,43,2026-05-07 21:26:53,2026-05-07 21:26:53,
