lease_id,tenant_id,bed_id,status,term,shift,auto_renew,start_date,end_date,contract_rate,advance_amount,security_deposit,move_in,move_out,created_at,updated_at,deleted_at,monthly_due_date,late_payment_penalty,short_term_premium,reservation_fee_paid,early_termination_fee,forwarding_address,reason_for_vacating,deposit_refund_method,deposit_refund_account,tenant_signature,tenant_signed_at,tenant_signed_ip,owner_signature,owner_signed_at,owner_signed_ip,signed_contract_path,contract_agreed,moveout_tenant_signature,moveout_tenant_signed_at,moveout_tenant_signed_ip,moveout_owner_signature,moveout_owner_signed_at,moveout_owner_signed_ip,moveout_contract_agreed,moveout_signed_contract_path,contract_status,deposit_refund_amount,deposit_deductions,move_out_initiated_at,moveout_contract_status,manager_signature,manager_signed_at,manager_signed_ip,moveout_manager_signature,moveout_manager_signed_at,moveout_manager_signed_ip,deposit_interest_amount,deposit_refund_deadline,deposit_refund_completed_at,deposit_refund_reference,termination_reason,approval_status,approved_by,approved_at,rejection_reason,forwarding_province_id,forwarding_city_id,forwarding_barangay_id,forwarding_street
108,30,106,Expired,3,Morning,t,2025-10-01,2026-01-01,9336.00,9336.00,9336.00,2025-10-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2025-09-28 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2025-09-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2025-09-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
109,30,106,Expired,3,Morning,t,2026-01-01,2026-04-01,9336.00,9336.00,9336.00,2026-01-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2025-12-30 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2025-12-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2025-12-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
110,30,106,Expired,1,Morning,t,2026-04-01,2026-05-01,9336.00,9336.00,9336.00,2026-04-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2026-03-25 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2026-03-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2026-03-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
111,30,106,Active,3,Morning,f,2026-05-01,2026-08-01,9336.00,9336.00,9336.00,2026-05-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2026-04-29 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2026-04-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2026-04-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
112,27,16,Expired,6,Morning,t,2025-03-01,2025-09-01,12296.00,12296.00,12296.00,2025-03-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2025-02-22 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2025-02-22 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2025-02-22 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
113,27,16,Active,12,Morning,f,2025-09-01,2026-09-01,12296.00,12296.00,12296.00,2025-09-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,,,,,,,,f,,,,,,,f,,draft,,,,draft,,,,,,,,,,,,approved,,,,,,,
114,36,64,Expired,3,Morning,t,2021-08-01,2021-11-01,7087.00,7087.00,7087.00,2021-08-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2021-07-30 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2021-07-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2021-07-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
115,36,64,Expired,6,Morning,t,2021-11-01,2022-05-01,7087.00,7087.00,7087.00,2021-11-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2021-10-26 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2021-10-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2021-10-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
116,36,64,Expired,1,Morning,t,2022-05-01,2022-06-01,7087.00,7087.00,7087.00,2022-05-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2022-04-28 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2022-04-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2022-04-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
117,36,64,Expired,3,Morning,t,2022-06-01,2022-09-01,7087.00,7087.00,7087.00,2022-06-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2022-05-26 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2022-05-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2022-05-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
118,36,64,Expired,6,Morning,t,2022-09-01,2023-03-01,7087.00,7087.00,7087.00,2022-09-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2022-08-30 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2022-08-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2022-08-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
119,36,64,Expired,3,Morning,t,2023-03-01,2023-06-01,7087.00,7087.00,7087.00,2023-03-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2023-02-22 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2023-02-22 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2023-02-22 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
120,36,64,Expired,6,Morning,t,2023-06-01,2023-12-01,7087.00,7087.00,7087.00,2023-06-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2023-05-31 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2023-05-31 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2023-05-31 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
121,36,64,Expired,6,Morning,t,2023-12-01,2024-06-01,7087.00,7087.00,7087.00,2023-12-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2023-11-25 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2023-11-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2023-11-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
122,36,64,Expired,1,Morning,t,2024-06-01,2024-07-01,7087.00,7087.00,7087.00,2024-06-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2024-05-25 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2024-05-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2024-05-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
123,36,64,Expired,1,Morning,t,2024-07-01,2024-08-01,7087.00,7087.00,7087.00,2024-07-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2024-06-27 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-06-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-06-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
124,36,64,Expired,3,Morning,t,2024-08-01,2024-11-01,7087.00,7087.00,7087.00,2024-08-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2024-07-26 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2024-07-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-07-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
125,36,64,Expired,12,Morning,t,2024-11-01,2025-11-01,7087.00,7087.00,7087.00,2024-11-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2024-10-25 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-10-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2024-10-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
126,36,64,Expired,6,Morning,t,2025-11-01,2026-05-01,7087.00,7087.00,7087.00,2025-11-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2025-10-28 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2025-10-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2025-10-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
127,36,64,Active,1,Morning,f,2026-05-01,2026-06-01,7087.00,7087.00,7087.00,2026-05-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2026-04-24 00:00:00,127.0.0.1,,,,,t,,,,,,,f,,pending_signatures,,,,draft,,,,,,,,,,,,approved,,,,,,,
128,19,84,Expired,3,Morning,t,2022-01-01,2022-04-01,5695.00,5695.00,5695.00,2022-01-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2021-12-29 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2021-12-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2021-12-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
129,19,84,Expired,6,Morning,t,2022-04-01,2022-10-01,5695.00,5695.00,5695.00,2022-04-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2022-03-26 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2022-03-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2022-03-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
130,19,84,Expired,3,Morning,t,2022-10-01,2023-01-01,5695.00,5695.00,5695.00,2022-10-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2022-09-29 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2022-09-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2022-09-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
131,19,84,Expired,6,Morning,t,2023-01-01,2023-07-01,5695.00,5695.00,5695.00,2023-01-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2022-12-30 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2022-12-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2022-12-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
132,19,84,Expired,12,Morning,t,2023-07-01,2024-07-01,5695.00,5695.00,5695.00,2023-07-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2023-06-24 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2023-06-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2023-06-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
133,19,84,Expired,12,Morning,t,2024-07-01,2025-07-01,5695.00,5695.00,5695.00,2024-07-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2024-06-24 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2024-06-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-06-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
134,19,84,Expired,1,Morning,t,2025-07-01,2025-08-01,5695.00,5695.00,5695.00,2025-07-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2025-06-29 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2025-06-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2025-06-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
135,19,84,Active,12,Morning,f,2025-08-01,2026-08-01,5695.00,5695.00,5695.00,2025-08-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2025-07-30 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2025-07-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2025-07-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
136,32,46,Expired,6,Morning,t,2024-12-01,2025-06-01,6923.00,6923.00,6923.00,2024-12-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2024-11-27 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-11-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-11-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
137,32,46,Expired,6,Morning,t,2025-06-01,2025-12-01,6923.00,6923.00,6923.00,2025-06-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2025-05-29 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2025-05-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2025-05-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
138,32,46,Expired,3,Morning,t,2025-12-01,2026-03-01,6923.00,6923.00,6923.00,2025-12-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2025-11-28 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2025-11-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2025-11-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
139,32,46,Expired,1,Morning,t,2026-03-01,2026-04-01,6923.00,6923.00,6923.00,2026-03-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2026-02-23 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2026-02-23 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2026-02-23 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
140,32,46,Active,3,Morning,f,2026-04-01,2026-07-01,6923.00,6923.00,6923.00,2026-04-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,,,,,,,,f,,,,,,,f,,draft,,,,draft,,,,,,,,,,,,approved,,,,,,,
141,20,37,Expired,1,Morning,t,2022-04-01,2022-05-01,7355.00,7355.00,7355.00,2022-04-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2022-03-26 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2022-03-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2022-03-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
142,20,37,Expired,12,Morning,t,2022-05-01,2023-05-01,7355.00,7355.00,7355.00,2022-05-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2022-04-29 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2022-04-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2022-04-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
143,20,37,Expired,1,Morning,t,2023-05-01,2023-06-01,7355.00,7355.00,7355.00,2023-05-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2023-04-26 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2023-04-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2023-04-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
144,20,37,Expired,6,Morning,t,2023-06-01,2023-12-01,7355.00,7355.00,7355.00,2023-06-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2023-05-28 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2023-05-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2023-05-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
145,20,37,Expired,12,Morning,t,2023-12-01,2024-12-01,7355.00,7355.00,7355.00,2023-12-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2023-11-28 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2023-11-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2023-11-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
146,20,37,Expired,12,Morning,t,2024-12-01,2025-12-01,7355.00,7355.00,7355.00,2024-12-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2024-11-25 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-11-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2024-11-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
147,20,37,Expired,3,Morning,t,2025-12-01,2026-03-01,7355.00,7355.00,7355.00,2025-12-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2025-11-28 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2025-11-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2025-11-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
148,20,37,Expired,1,Morning,t,2026-03-01,2026-04-01,7355.00,7355.00,7355.00,2026-03-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2026-02-28 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2026-02-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2026-02-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
150,9,107,Expired,3,Morning,t,2022-05-01,2022-08-01,10648.00,10648.00,10648.00,2022-05-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2022-04-26 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2022-04-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2022-04-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
151,9,107,Expired,3,Morning,t,2022-08-01,2022-11-01,10648.00,10648.00,10648.00,2022-08-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2022-07-26 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2022-07-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2022-07-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
152,9,107,Expired,6,Morning,t,2022-11-01,2023-05-01,10648.00,10648.00,10648.00,2022-11-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2022-10-28 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2022-10-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2022-10-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
153,9,107,Expired,6,Morning,t,2023-05-01,2023-11-01,10648.00,10648.00,10648.00,2023-05-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2023-04-28 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2023-04-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2023-04-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
154,9,107,Expired,3,Morning,t,2023-11-01,2024-02-01,10648.00,10648.00,10648.00,2023-11-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2023-10-31 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2023-10-31 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2023-10-31 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
155,9,107,Expired,3,Morning,t,2024-02-01,2024-05-01,10648.00,10648.00,10648.00,2024-02-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2024-01-29 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2024-01-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-01-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
156,9,107,Expired,12,Morning,t,2024-05-01,2025-05-01,10648.00,10648.00,10648.00,2024-05-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2024-04-24 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-04-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-04-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
157,9,107,Expired,12,Morning,t,2025-05-01,2026-05-01,10648.00,10648.00,10648.00,2025-05-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2025-04-24 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2025-04-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2025-04-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
158,9,107,Active,3,Morning,f,2026-05-01,2026-08-01,10648.00,10648.00,10648.00,2026-05-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2026-04-28 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2026-04-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2026-04-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
159,17,44,Expired,12,Morning,t,2021-10-01,2022-10-01,6923.00,6923.00,6923.00,2021-10-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2021-09-24 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2021-09-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2021-09-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
160,17,44,Expired,12,Morning,t,2022-10-01,2023-10-01,6923.00,6923.00,6923.00,2022-10-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2022-09-24 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2022-09-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2022-09-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
161,17,44,Expired,1,Morning,t,2023-10-01,2023-11-01,6923.00,6923.00,6923.00,2023-10-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2023-09-28 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2023-09-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2023-09-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
162,17,44,Expired,12,Morning,t,2023-11-01,2024-11-01,6923.00,6923.00,6923.00,2023-11-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2023-10-30 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2023-10-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2023-10-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
