table,data_json
barangays,"{""id"": ""29838"", ""psgc_code"": ""097305001"", ""name"": ""Bacayawan"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29839"", ""psgc_code"": ""097305002"", ""name"": ""Baha"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29840"", ""psgc_code"": ""097305005"", ""name"": ""Baluno"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29841"", ""psgc_code"": ""097305006"", ""name"": ""Binuay"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29842"", ""psgc_code"": ""097305007"", ""name"": ""Buburay"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29843"", ""psgc_code"": ""097305009"", ""name"": ""Grap"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29844"", ""psgc_code"": ""097305010"", ""name"": ""Kagawasan"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29845"", ""psgc_code"": ""097305012"", ""name"": ""Lalab"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29846"", ""psgc_code"": ""097305014"", ""name"": ""Libertad"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29847"", ""psgc_code"": ""097305017"", ""name"": ""Mahayag"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29848"", ""psgc_code"": ""097305021"", ""name"": ""Poblacion"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29849"", ""psgc_code"": ""097305023"", ""name"": ""Saloagan"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29850"", ""psgc_code"": ""097305024"", ""name"": ""Sugbay Uno"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29851"", ""psgc_code"": ""097305026"", ""name"": ""Sumpot"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29852"", ""psgc_code"": ""097305027"", ""name"": ""Tiniguangan"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29853"", ""psgc_code"": ""097305030"", ""name"": ""Tinggabulong"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29854"", ""psgc_code"": ""097305031"", ""name"": ""Tipangi"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29855"", ""psgc_code"": ""097305032"", ""name"": ""Balanagan"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29856"", ""psgc_code"": ""097305033"", ""name"": ""Josefina"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29857"", ""psgc_code"": ""097305034"", ""name"": ""Magahis"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29858"", ""psgc_code"": ""097305035"", ""name"": ""Mercedes"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29859"", ""psgc_code"": ""097305036"", ""name"": ""San Roque"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29860"", ""psgc_code"": ""097305037"", ""name"": ""Sumbato"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29861"", ""psgc_code"": ""097305038"", ""name"": ""Upper Ludiong"", ""city_id"": ""1115"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29862"", ""psgc_code"": ""097306001"", ""name"": ""Bacawan"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29863"", ""psgc_code"": ""097306002"", ""name"": ""Benuatan"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29864"", ""psgc_code"": ""097306003"", ""name"": ""Beray"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29865"", ""psgc_code"": ""097306004"", ""name"": ""Dongos"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29866"", ""psgc_code"": ""097306005"", ""name"": ""Guinicolalay"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29867"", ""psgc_code"": ""097306006"", ""name"": ""Kinacap"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29868"", ""psgc_code"": ""097306007"", ""name"": ""Legarda 2"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29869"", ""psgc_code"": ""097306008"", ""name"": ""Legarda 3"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29870"", ""psgc_code"": ""097306009"", ""name"": ""Legarda 1"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29871"", ""psgc_code"": ""097306012"", ""name"": ""Lucoban"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29872"", ""psgc_code"": ""097306013"", ""name"": ""Lower Dimaya"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29873"", ""psgc_code"": ""097306014"", ""name"": ""Ludiong"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29874"", ""psgc_code"": ""097306015"", ""name"": ""East Migpulao"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29875"", ""psgc_code"": ""097306016"", ""name"": ""West Migpulao"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29876"", ""psgc_code"": ""097306017"", ""name"": ""Nangka"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29877"", ""psgc_code"": ""097306018"", ""name"": ""Ignacio Garrata"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29878"", ""psgc_code"": ""097306019"", ""name"": ""Old Mirapao"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29879"", ""psgc_code"": ""097306020"", ""name"": ""Poblacion"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29880"", ""psgc_code"": ""097306021"", ""name"": ""Proper Dimaya"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29881"", ""psgc_code"": ""097306022"", ""name"": ""Sagacad"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29882"", ""psgc_code"": ""097306023"", ""name"": ""Sambulawan"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29883"", ""psgc_code"": ""097306024"", ""name"": ""San Isidro"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29884"", ""psgc_code"": ""097306026"", ""name"": ""Sumpotan"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29885"", ""psgc_code"": ""097306027"", ""name"": ""Songayan"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29886"", ""psgc_code"": ""097306028"", ""name"": ""Tarakan"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29887"", ""psgc_code"": ""097306029"", ""name"": ""Upper Dimaya"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29888"", ""psgc_code"": ""097306030"", ""name"": ""Upper Sibul"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29889"", ""psgc_code"": ""097306031"", ""name"": ""Pisa-an"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29890"", ""psgc_code"": ""097306032"", ""name"": ""Don Jose"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29891"", ""psgc_code"": ""097306034"", ""name"": ""Nian"", ""city_id"": ""1116"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29892"", ""psgc_code"": ""097307001"", ""name"": ""Bag-ong Misamis"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29893"", ""psgc_code"": ""097307002"", ""name"": ""Baga"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29894"", ""psgc_code"": ""097307003"", ""name"": ""Bag-ong Silao"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29895"", ""psgc_code"": ""097307005"", ""name"": ""Baloboan"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29896"", ""psgc_code"": ""097307007"", ""name"": ""Banta-ao"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29897"", ""psgc_code"": ""097307009"", ""name"": ""Bibilik"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29898"", ""psgc_code"": ""097307011"", ""name"": ""Calingayan"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29899"", ""psgc_code"": ""097307013"", ""name"": ""Camalig"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29900"", ""psgc_code"": ""097307014"", ""name"": ""Camanga"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29901"", ""psgc_code"": ""097307016"", ""name"": ""Cuatro-cuatro"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29902"", ""psgc_code"": ""097307026"", ""name"": ""Locuban"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29903"", ""psgc_code"": ""097307029"", ""name"": ""Malasik"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29904"", ""psgc_code"": ""097307030"", ""name"": ""Mama"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29905"", ""psgc_code"": ""097307032"", ""name"": ""Matab-ang"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29906"", ""psgc_code"": ""097307034"", ""name"": ""Mecolong"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29907"", ""psgc_code"": ""097307035"", ""name"": ""Metokong"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29908"", ""psgc_code"": ""097307036"", ""name"": ""Motosawa"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29909"", ""psgc_code"": ""097307040"", ""name"": ""Pag-asa (Pob.)"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29910"", ""psgc_code"": ""097307041"", ""name"": ""Paglaum (Pob.)"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29911"", ""psgc_code"": ""097307043"", ""name"": ""Pantad"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29912"", ""psgc_code"": ""097307044"", ""name"": ""Piniglibano"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29913"", ""psgc_code"": ""097307045"", ""name"": ""Rebokon"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29914"", ""psgc_code"": ""097307046"", ""name"": ""San Agustin"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29915"", ""psgc_code"": ""097307047"", ""name"": ""Sibucao"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29916"", ""psgc_code"": ""097307049"", ""name"": ""Sumadat"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29917"", ""psgc_code"": ""097307050"", ""name"": ""Tikwas"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29918"", ""psgc_code"": ""097307053"", ""name"": ""Tina"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29919"", ""psgc_code"": ""097307054"", ""name"": ""Tubo-Pait"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29920"", ""psgc_code"": ""097307055"", ""name"": ""Upper Dumalinao"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29921"", ""psgc_code"": ""097307057"", ""name"": ""Anonang"", ""city_id"": ""1117"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29922"", ""psgc_code"": ""097308002"", ""name"": ""Bag-ong Valencia"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29923"", ""psgc_code"": ""097308003"", ""name"": ""Bucayan"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29924"", ""psgc_code"": ""097308004"", ""name"": ""Calumanggi"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29925"", ""psgc_code"": ""097308005"", ""name"": ""Caridad"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29926"", ""psgc_code"": ""097308006"", ""name"": ""Danlugan"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29927"", ""psgc_code"": ""097308007"", ""name"": ""Datu Totocan"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29928"", ""psgc_code"": ""097308008"", ""name"": ""Dilud"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29929"", ""psgc_code"": ""097308009"", ""name"": ""Ditulan"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29930"", ""psgc_code"": ""097308010"", ""name"": ""Dulian"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29931"", ""psgc_code"": ""097308011"", ""name"": ""Dulop"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29932"", ""psgc_code"": ""097308012"", ""name"": ""Guintananan"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29933"", ""psgc_code"": ""097308013"", ""name"": ""Guitran"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29934"", ""psgc_code"": ""097308014"", ""name"": ""Gumpingan"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29935"", ""psgc_code"": ""097308015"", ""name"": ""La Fortuna"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29936"", ""psgc_code"": ""097308016"", ""name"": ""Libertad"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29937"", ""psgc_code"": ""097308017"", ""name"": ""Licabang"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29938"", ""psgc_code"": ""097308018"", ""name"": ""Lipawan"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29939"", ""psgc_code"": ""097308019"", ""name"": ""Lower Landing"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29940"", ""psgc_code"": ""097308020"", ""name"": ""Lower Timonan"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29941"", ""psgc_code"": ""097308021"", ""name"": ""Macasing"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29942"", ""psgc_code"": ""097308022"", ""name"": ""Mahayahay"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29943"", ""psgc_code"": ""097308023"", ""name"": ""Malagalad"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29944"", ""psgc_code"": ""097308024"", ""name"": ""Manlabay"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29945"", ""psgc_code"": ""097308025"", ""name"": ""Maralag"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29946"", ""psgc_code"": ""097308026"", ""name"": ""Marangan"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29947"", ""psgc_code"": ""097308027"", ""name"": ""New Basak"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29948"", ""psgc_code"": ""097308030"", ""name"": ""Bagong Kauswagan"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29949"", ""psgc_code"": ""097308032"", ""name"": ""Saad"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29950"", ""psgc_code"": ""097308033"", ""name"": ""Salvador"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29951"", ""psgc_code"": ""097308034"", ""name"": ""San Pablo (Pob.)"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29952"", ""psgc_code"": ""097308035"", ""name"": ""San Pedro (Pob.)"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29953"", ""psgc_code"": ""097308037"", ""name"": ""San Vicente"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29954"", ""psgc_code"": ""097308038"", ""name"": ""Senote"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29955"", ""psgc_code"": ""097308039"", ""name"": ""Sinonok"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29956"", ""psgc_code"": ""097308041"", ""name"": ""Sunop"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29957"", ""psgc_code"": ""097308042"", ""name"": ""Tagun"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29958"", ""psgc_code"": ""097308043"", ""name"": ""Tamurayan"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29959"", ""psgc_code"": ""097308045"", ""name"": ""Upper Landing"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29960"", ""psgc_code"": ""097308046"", ""name"": ""Upper Timonan"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29961"", ""psgc_code"": ""097308047"", ""name"": ""Bagong Silang"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29962"", ""psgc_code"": ""097308048"", ""name"": ""Dapiwak"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29963"", ""psgc_code"": ""097308049"", ""name"": ""Labangon"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29964"", ""psgc_code"": ""097308050"", ""name"": ""San Juan"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29965"", ""psgc_code"": ""097308051"", ""name"": ""Canibongan"", ""city_id"": ""1118"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
barangays,"{""id"": ""29966"", ""psgc_code"": ""097311004"", ""name"": ""Bogayo"", ""city_id"": ""1119"", ""created_at"": ""2026-05-07 21:07:38"", ""updated_at"": ""2026-05-07 21:07:38""}"
